t,Bus 0: voltage magnitude,Bus 1: voltage magnitude,Bus 2: voltage magnitude,Transformer $u_\mathrm{l}$
67.85,1.0449794916666801,1.043505555322553,0.8994267181895207,1.1600000000000001
67.855,1.0449700211646016,1.0434947041450602,0.899415587872975,1.1600000000000001
67.86,1.0449605502995116,1.0434838529474268,0.8994044580136548,1.1600000000000001
67.865,1.0449510790727319,1.0434730017303775,0.8993933286115383,1.1600000000000001
67.87,1.0449416074856652,1.0434621504947883,0.8993821996667973,1.1600000000000001
67.875,1.0449321355397914,1.043451299241686,0.899371071179796,1.1600000000000001
67.88,1.0449226632366666,1.0434404479722423,0.8993599431510869,1.1600000000000001
67.885,1.0449131905779243,1.0434295966877776,0.899348815581411,1.1600000000000001
67.89,1.044903717565272,1.0434187453897548,0.8993376884716936,1.1600000000000001
67.895,1.0448942442004894,1.0434078940797782,0.8993265618230419,1.1600000000000001
67.9,1.0448847704854296,1.0433970427595913,0.89931543563674,1.1600000000000001
67.905,1.0448752964220132,1.0433861914310727,0.8993043099142471,1.1600000000000001
67.91,1.0448658220122307,1.0433753400962333,0.8992931846571914,1.1600000000000001
67.915,1.0448563472581374,1.0433644887572133,0.8992820598673676,1.1600000000000001
67.92,1.0448468721618527,1.0433536374162764,0.8992709355467293,1.1600000000000001
67.925,1.0448373967255575,1.0433427860758087,0.8992598116973868,1.1600000000000001
